InstrumentId	Isin	Desc	CurrencyStr	Date
E731	JP3256000005	KYOWA KIRIN	JPY	20170914
E732	JP3774200004	HANKYU HANSHIN H	JPY	20170914
E738	JP3684000007	NITTO DENKO CORP	JPY	20170914
E748	JP3931600005	YAKULT HONSHA CO	JPY	20170914
E749	JP3111200006	ASAHI KASEI CORP	JPY	20170914
E754	DK0010287234	H LUNDBECK A/S	DKK	20170914
E755	IT0001479374	LUXOTTICA GROUP	EUR	20170914
E759	GB00B1CRLC47	MONDI PLC	GBP	20170914
E765	IT0001279501	MEDIOLANUM SPA	EUR	20170914
E766	FI0009013296	NESTE OIL OYJ	EUR	20170914
E767	NO0005052605	NORSK HYDRO ASA	NOK	20170914
E768	FR0000120859	IMERYS SA	EUR	20170914
E770	DE000A0D9PT0	MTU AERO ENGINES	EUR	20170914
E772	IT0001063210	MEDIASET SPA	EUR	20170914
E776	AT0000743059	OMV AG	EUR	20170914
E777	NL0010395208	NUTRECO NV	EUR	20170914
E779	DE000A1J5RX9	TELEFONICA DEUTS	EUR	20170914
E789	JP3397200001	SUZUKI MOTOR	JPY	20170914
E797	JP3481800005	DAIKIN INDS	JPY	20170914
G2393	US38378BBH15	GNR 2012-9 IO	USD	20170914
G2485	US3136A7KN16	FNR 2012-78 KI	USD	20170914
T1596	JP14000117B7	JU1	JPY	20170914
T1735	XS0171578502	DBJJP 1.05 06/20/23	JPY	20170914
T2803	US912828JE19	TIPS_1_3/8_07/18	USD	20170914
T1277	XS0093667334	EIB 5.625 FEB28	EUR	20170914
T1552	JP12009917C3	JL99	JPY	20170914
G2265	US3137ASPZ16	FHR 4088 JI	USD	20170914
T1550	JP1200971792	JL97	JPY	20170914
T1153	IT0001247235	BTP CPN MAY19	EUR	20170914
T2699	669827EB9	PROV NS 6.60 06/01/2027	CAD	20170914
T1556	JP1201031877	JL103	JPY	20170914
T1477	JP1150451753	JF45	JPY	20170914
G2582	US31398QAR83	FHR 3668 GN	USD	20170914
G2314	US38376G5G13	GNR 2011-120 IO	USD	20170914
T2808	US912828LA68	TIPS_1_7/8_07/19	USD	20170914
T1649	JP18029C1000	JGBS 0 12/20/29	JPY	20170914
T2634	912828PK0	T 2_1/4_11/17	USD	20170914
T2633	912828QY9	T 2_1/4_07/18	USD	20170914
T2632	912828SF8	T 2_02/22	USD	20170914
T2635	912828RC6	T 2_1/8_08/21	USD	20170914
T2640	912828QQ6	T 2_3/8_05/18	USD	20170914
T2641	912828QT0	T 2_3/8_06/18	USD	20170914
T2642	912828PT1	T 2_5/8_01/18	USD	20170914
T2643	912828QG8	T 2_5/8_04/18	USD	20170914
T2645	912828QB9	T 2_7/8_03/18	USD	20170914
T2647	912828TW0	T 3/4_10/17	USD	20170914
T2650	912828HR4	T 3_1/2_02/18	USD	20170914
T2651	912810QU5	T 3_1/8_02/42	USD	20170914
T2652	912828QN3	T 3_1/8_05/21	USD	20170914
T2653	912810QT8	T 3_1/8_11/41	USD	20170914
T2655	912828MP2	T 3_5/8_02/20	USD	20170914
T2654	912810QS0	T 3_3/4_08/41	USD	20170914
T2656	912828PX2	T 3_5/8_02/21	USD	20170914
E217	ES0140609019	CAIXABANK S.A	EUR	20170914
E222	DE0005190003	BAYER MOTOREN WK	EUR	20170914
E220	ES0115056139	BOLSAS Y MERCADO	EUR	20170914
E224	DE0005439004	CONTINENTAL AG	EUR	20170914
E202	US3021301094	EXPEDITORS INTL	USD	20170914
E204	US8425871071	SOUTHERN CO	USD	20170914
E228	GB0002335270	CRODA INTL.	GBP	20170914
E230	NO0010031479	DNB ASA	NOK	20170914
E232	GB0009457366	DAILY MAIL TST A	GBP	20170914
E234	FR0010908533	EDENRED	EUR	20170914
E233	BE0003562700	DELHAIZE GROUP	EUR	20170914
E211	GB00B07KD360	COBHAM PLC	GBP	20170914
E236	US16117M3051	CHARTER COM-A	USD	20170914
T1222	IT0003745541	BTPE 2.35 09/35	EUR	20170914
T1223	IT0003934657	BTPS 4.0 02/37	EUR	20170914
T1224	IT0004009673	BTPS 3.75 08/21	EUR	20170914
E243	US30212P3038	EXPEDIA INC	USD	20170914
E244	US3377381088	FISERV INC	USD	20170914
E221	IT0001347308	BUZZI UNICEM SPA	EUR	20170914
E198	US12541W2098	CH ROBINSON	USD	20170914
E248	US5312291025	LIBERTY MEDIA -A	USD	20170914
E229	NO0003921009	DNO INTERNATIONA	NOK	20170914
E214	GB00B0744B38	BUNZL PLC	GBP	20170914
E219	FR0000120172	CARREFOUR SA	EUR	20170914
E223	DE000CBK1001	COMMERZBANK	EUR	20170914
E235	IT0004618465	ENEL GREEN POWER	EUR	20170914
E247	US50076Q1067	KRAFT FOODS GROU	USD	20170914
E737	JP3180400008	OSAKA GAS CO LTD	JPY	20170914
E739	JP3429800000	ANA HOLDINGS INC	JPY	20170914
E740	JP3574200006	TOKYU CORP	JPY	20170914
E720	JP3720800006	NSK LTD	JPY	20170914
E721	JP3495000006	DAINIPPON SUMITO	JPY	20170914
E723	JP3897700005	MITSUBISHI CHEMI	JPY	20170914
E727	JP3493800001	DAI NIPPON PRINT	JPY	20170914
E728	JP3134800006	IHI CORP	JPY	20170914
E753	FR0000120537	LAFARGE SA	EUR	20170914
E757	CH0013841017	LONZA GROUP -REG	CHF	20170914
E733	JP3982100004	LAWSON INC	JPY	20170914
E760	FI0009007835	METSO OYJ	EUR	20170914
E761	NO0003054108	MARINE HARVEST	NOK	20170914
E745	JP3973400009	RICOH CO LTD	JPY	20170914
E747	JP3119600009	AJINOMOTO CO INC	JPY	20170914
E724	JP3982800009	ROHM CO LTD	JPY	20170914
E774	GB00B3MBS747	OCADO GROUP PLC	GBP	20170914
E778	DK0060336014	NOVOZYMES-B SHS	DKK	20170914
E780	JP3197600004	ONO PHARMA	JPY	20170914
E736	JP3733000008	NEC CORP	JPY	20170914
E763	GB0005758098	MEGGITT PLC	GBP	20170914
E741	JP3469000008	MITSUBISHI TANAB	JPY	20170914
E742	JP3626800001	LIXIL GROUP CORP	JPY	20170914
E764	FR0000121014	LVMH MOET HENNES	EUR	20170914
E788	JP3116000005	ASAHI GROUP HOLD	JPY	20170914
E744	JP3486800000	DAITO TRUST CONS	JPY	20170914
G1794	XS0235419396	PARGN 10X A2A	GBP	20170914
G2529	US3137ANL606	FHR 4024 PE	USD	20170914
G2380	US38377W4M37	GNR 2011-101 EI	USD	20170914
T853	135087YZ1	CANADA 3.500 06/01/2020	CAD	20170914
T1648	JP1802991008	JGBS 0 09/20/29	JPY	20170914
T1193	IT0003268635	BTP CPN AUG32	EUR	20170914
T862	135087VW1	CANADA 8.000 06/01/2027	CAD	20170914
G2605	US31398W2F07	FHR 3621 QL	USD	20170914
T2706	683234TQ1	PROV ONT 5.500 06/02/2018	CAD	20170914
T1615	JP1802161008	JGBS 0 06/20/21	JPY	20170914
T967	BE0000300096	OL40 5.5 09/17	EUR	20170914
T1553	JP1201001839	JL100	JPY	20170914
T1341	GB00B3LZBF68	UKTI 0.625 03/40	GBP	20170914
G2574	US3137B2LE82	FHR 4219 AC	USD	20170914
T1338	GB00B3D4VD98	UKTI 1.25 11/32	GBP	20170914
T1042	ES0000011934	BONOS CPN JAN19	EUR	20170914
T2658	912810QC5	T 4_1/2_08/39	USD	20170914
T2659	912828HH6	T 4_1/4_11/17	USD	20170914
T2660	912810QL5	T 4_1/4_11/40	USD	20170914
T2662	912810QQ4	T 4_3/8_05/41	USD	20170914
T2666	912828UJ7	T 5_YEAR	USD	20170914
T2665	912828UA6	T 5/8_11/17	USD	20170914
T2673	912810EH7	T 7_7/8_02/21	USD	20170914
T2676	912810ED6	T 8_1/8_08/19	USD	20170914
T2678	912810EC8	T 8_7/8_02/19	USD	20170914
T847	135087XQ2	CAN TIPS 3.000 12/01/2036	CAD	20170914
T848	135087WV2	CAN TIPS 4.000 12/01/2031	CAD	20170914
T850	135087VS0	CAN TIPS 4.250 12/01/2026	CAD	20170914
E250	US6285301072	MYLAN INC	USD	20170914
E254	BE0003739530	UCB SA	EUR	20170914
E256	DE000TUAG000	TUI AG	EUR	20170914
E259	AT0000821103	UNIQA INSURANCE	EUR	20170914
E261	FR0000120354	VALLOUREC	EUR	20170914
E263	FR0000127771	VIVENDI	EUR	20170914
E265	GB00B39J2M42	UNITED UTILITIES	GBP	20170914
E266	NL0009432491	VOPAK	EUR	20170914
G1798	US43641NBC74	HMI 2010-1A A2	USD	20170914
G1893	XS0293898457	WINDM X-X D	EUR	20170914
G1769	FR0000488470	LOGGI 2001-1 SUB	EUR	20170914
G1795	US39052PAA75	GHM 2007-2A AC	USD	20170914
G1738	XS0228806831	HERME 10 C	EUR	20170914
T2820	US912828NM88	TIPS_1_1/4_07/20	USD	20170914
T2822	US912828NT32	T 10_YEAR	USD	20170914
T2824	US912828PA23	T 7_YEAR	USD	20170914
T2825	US9128337F13	TINT_02/15/2037	USD	20170914
T2826	US912833Y461	TINT_05/15/2037	USD	20170914
T2828	US912834AT54	TINT_02/15/2038	USD	20170914
T2832	US912834DU90	TINT_11/15/2038_DU9	USD	20170914
T2833	US912834DV73	TINT_05/15/2039_DV7	USD	20170914
T2845	US912834JB55	TINT_08/15/2040_JB5	USD	20170914
T948	AT0000384086	AUST CPN JUL18	EUR	20170914
T949	AT0000384094	AUST CPN JUL19	EUR	20170914
T954	AT0000384144	AUST CPN JUL24	EUR	20170914
T1117	FR0010773192	OAT 4.5 04/41	EUR	20170914
T1116	FR0010670737	OAT 4.25 10/18	EUR	20170914
T1118	FR0010776161	OAT 3.75 10/19	EUR	20170914
T1120	FR0010854182	OAT 3.50 04/20	EUR	20170914
T1309	GB0000514959	GILT CPN DEC18	GBP	20170914
E315	FR0000120073	AIR LIQUIDE SA	EUR	20170914
E319	CH0043238366	ARYZTA AG	CHF	20170914
E320	GB0000595859	ARM HOLDINGS	GBP	20170914
E793	JP3188220002	OTSUKA HOLDINGS	JPY	20170914
E769	LU0323134006	ARCELORMITTAL	EUR	20170914
E746	JP3402600005	SUMITOMO MET MIN	JPY	20170914
E794	JP3734800000	NIDEC CORP	JPY	20170914
E773	DE0006599905	MERCK KGAA	EUR	20170914
E775	ES0142090317	OBRASCON HUARTE	EUR	20170914
E781	JP3388200002	AEON CO LTD	JPY	20170914
E756	FR0000121964	KLEPIERRE	EUR	20170914
E784	JP3165700000	NTT DATA CORP	JPY	20170914
E782	JP3940000007	YAMATO HOLDINGS	JPY	20170914
E792	JP3404600003	SUMITOMO CORP	JPY	20170914
E785	JP3336560002	SUNTORY FOOD BEV	JPY	20170914
E798	JP3900000005	MITSUBISHI HEAVY	JPY	20170914
E799	JP3409000001	SUMITOMO REALTY	JPY	20170914
E800	JP3814800003	FUJI HEAVY INDUS	JPY	20170914
E801	JP3304200003	KOMATSU LTD	JPY	20170914
E806	FI0009005318	NOKIAN RENKAAT	EUR	20170914
E807	CH0012005267	NOVARTIS AG-REG	CHF	20170914
E811	GB00B0H2K534	PETROFAC LTD	GBP	20170914
E814	FR0000120321	L'OREAL	EUR	20170914
E818	GB0007099541	PRUDENTIAL PLC	GBP	20170914
E820	DE000PSM7770	PROSIE SAT.1-REG	EUR	20170914
E824	GB00B2987V85	RIGHTMOVE	GBP	20170914
E826	DE0007042301	RHOEN-KLINIKUM	EUR	20170914
E832	JP3422950000	SEVEN & I HOLDIN	JPY	20170914
E836	JP3854600008	HONDA MOTOR CO	JPY	20170914
E839	JP3902900004	MITSUBISHI UFJ F	JPY	20170914
G1815	US71419GAS93	PERMM 2011-2A 1A1	USD	20170914
T1683	JP2110001951	SAITAP 1.57 05/27/19	JPY	20170914
T1484	JP1200361T02	JL36	JPY	20170914
T1218	IT0003269062	BTP CPN FEB28	EUR	20170914
T1508	JP1200571287	JL57	JPY	20170914
T1619	JP1802261006	JGBS 0 06/20/22	JPY	20170914
T1046	ES0000011975	BONOS CPN JAN23	EUR	20170914
G2468	US83612UAA79	SVNIM 2007-OPT1 N	USD	20170914
T1660	JP1803291002	JGBS 0 09/20/32	JPY	20170914
T1672	JP1803591005	JGBS 0 09/20/35	JPY	20170914
G2564	US38378KEB17	GNR 2013-35 B	USD	20170914
T951	AT0000384110	AUST CPN JUL21	EUR	20170914
T1207	IT0003268882	BTP CPN AUG23	EUR	20170914
T851	135087ZU1	CANADA 2.750 06/01/2022	CAD	20170914
T852	135087ZJ6	CANADA 3.250 06/01/2021	CAD	20170914
T856	135087YQ1	CANADA 4 06/01/2041	CAD	20170914
T855	135087YR9	CANADA 3.75 06/01/2019	CAD	20170914
T860	135087WL4	CANADA 5.750 06/01/2029	CAD	20170914
T861	135087UT9	CANADA 8.000 06/01/2023	CAD	20170914
T863	135087YK4	CANADA RRB 2.00 12/01/2041	CAD	20170914
T2680	31359MGK3	FN_30Y_6_5/8_11/30	USD	20170914
T2682	13509PBR3	GOV OF CMB 4.100 12/15/2018 FUNG	CAD	20170914
T2683	13509PCL5	GOVT OF CMB 3.35 12/15/2020	CAD	20170914
T2685	13509PBN2	GOVT OF CMB 4.100 12/15/2018	CAD	20170914
T2684	13509PCA9	GOVT OF CMB 3.750 03/15/2020	CAD	20170914
T2686	912828SV3	OLD 10YR	USD	20170914
T2689	448814DG5	PROV HQ 11.000 08/15/2020	CAD	20170914
T2691	44889ZCN4	PROV HQ 6.000 02/15/2040	CAD	20170914
E257	IT0003242622	TERNA SPA	EUR	20170914
E281	NL0000009132	AKZO NOBEL	EUR	20170914
E285	NL0006294290	ZIGGO NV	EUR	20170914
E286	PTZON0AM0006	ZON OPTIMUS SGPS	EUR	20170914
E289	NL0000395903	WOLTERS KLUWER	EUR	20170914
E268	GB0031698896	WILLIAM HILL	GBP	20170914
E269	IT0001233417	A2A SPA	EUR	20170914
E296	US0231351067	AMAZON.COM INC	USD	20170914
E272	BE0974264930	AGEAS	EUR	20170914
E274	CH0012138605	ADECCO SA-REG	CHF	20170914
E298	US0258161092	AMERICAN EXPRESS	USD	20170914
E300	US0718131099	BAXTER INTL INC	USD	20170914
E301	US0640581007	BANK NY MELLON	USD	20170914
E304	US1941621039	COLGATE-PALMOLIV	USD	20170914
E307	US22160K1051	COSTCO WHOLESALE	USD	20170914
E283	GB00B132NW22	ASHMORE GROUP PL	GBP	20170914
E310	US2546871060	WALT DISNEY CO	USD	20170914
E267	DE0007472060	WIRECARD AG	EUR	20170914
E288	JE00BFNWV485	WOLSELEY PLC	GBP	20170914
E291	US0378331005	APPLE INC	USD	20170914
E290	DE000WCH8881	WACKER CHEMIE AG	EUR	20170914
E294	US0268747849	AMERICAN INTERNA	USD	20170914
E293	IE00B4BNMY34	ACCENTURE PLC-A	USD	20170914
E302	US1101221083	BRISTOL-MYER SQB	USD	20170914
E279	FR0000130007	ALCATEL-LUCENT	EUR	20170914
E305	US20030N1019	COMCAST CORP-A	USD	20170914
E840	GB0007739609	TRAVIS PERKINS	GBP	20170914
E841	SE0000667891	SANDVIK AB	SEK	20170914
E810	IT0004623051	PIRELLI & C.	EUR	20170914
E822	GB0006616899	RSA INSURANCE G	GBP	20170914
E825	JE00B3CGFD43	REGUS PLC	GBP	20170914
E830	JP3898400001	MITSUBISHI CORP	JPY	20170914
E805	JP3893600001	MITSUI & CO	JPY	20170914
E808	JE00B5WLXH36	POLYUS GOLD INTE	GBP	20170914
E834	JP3885780001	MIZUHO FINANCIAL	JPY	20170914
E813	FR0000133308	ORANGE	EUR	20170914
E815	GRS419003009	OPAP SA	EUR	20170914
E819	ES0175438003	PROSEGUR	EUR	20170914
E821	FR0000124570	PLASTIC OMNIUM	EUR	20170914
E803	JP3236200006	KEYENCE CORP	JPY	20170914
E828	JP3942400007	ASTELLAS PHARMA	JPY	20170914
E831	JP3899600005	MITSUBISHI ESTAT	JPY	20170914
E833	JP3672400003	NISSAN MOTOR CO	JPY	20170914
E816	GB0006776081	PEARSON PLC	GBP	20170914
E835	JP3496400007	KDDI CORP	JPY	20170914
G2332	US31396YA930	FNR 2008-15 SB	USD	20170914
C2751	US370745AB79	CRF GNRLSECR 30133	USD	20170914
C942	EU000A1G0AJ7	EFSF 3.875 03/32	EUR	20170914
T1202	IT0003268825	BTP CPN AUG20	EUR	20170914
T1611	JP1802061000	JGBS 0 06/20/20	JPY	20170914
G1877	XS0311697394	EHMU 2007-2 B2	GBP	20170914
G2535	US31398VXP65	FHR 3653 DL	USD	20170914
G2372	US44386QAD60	HUDMZ 2006-2A B	USD	20170914
T1609	JP18019C1002	JGBS 0 12/20/19	JPY	20170914
G2610	US3137AN3Q60	FHR 4019 JB	USD	20170914
T2876	US25156PAC77	DT0 8.25 JUN30	USD	20170914
T1708	JP351265A968	JFM 1 1/2 06/14/19	JPY	20170914
T2812	US912828MF47	TIPS_1_3/8_01/20	USD	20170914
T1133	GR0338002547	GGBE 2.3 07/30	EUR	20170914
T1058	ES00000121S7	SPGB 4.7 07/41	EUR	20170914
G1740	XS0271029133	HERME 12 C	EUR	20170914
T1320	GB0030880693	UKT 5 25	GBP	20170914
T2690	448814HZ9	PROV HQ 5.000 02/15/2045	CAD	20170914
T2694	642866FZ5	PROV NB 4550 03/26/2037	CAD	20170914
T2695	642866FR3	PROV NB 5.500 01/27/2034	CAD	20170914
T2697	651333EB8	PROV NF 8.45 02/05/2026	CAD	20170914
T2698	669827FL6	PROV NS 5.30 06/01/2033	CAD	20170914
T2696	651333EE2	PROV NF 6.15 04/17/2028	CAD	20170914
T2700	669827DN4	PROV NS 9.60 01/30/2022	CAD	20170914
T2702	683234JQ2	PROV ON 8.500 12/02/2025	CAD	20170914
T2703	683234ZQ4	PROV ONT 4.200 03/08/2018	CAD	20170914
T2707	683234VR6	PROV ONT 5.600 06/02/2035	CAD	20170914
T2708	683234YQ5	PROV ONT 5.600 06/02/2035	CAD	20170914
T2709	683234LJ5	PROV ONT 6.500 03/08/2029	CAD	20170914
T2710	683234KG2	PROV ONT 7.600 06/02/2027	CAD	20170914
T2712	74814ZDR1	PROV PQ 4.500 12/01/2017	CAD	20170914
T2714	748148RL9	PROV PQ 5.750 12/01/2036	CAD	20170914
T2713	74814ZDK6	PROV PQ 5.000 12/01/2038	CAD	20170914
E309	US1667641005	CHEVRON CORP	USD	20170914
E314	FR0010313833	ARKEMA	EUR	20170914
E295	US0311621009	AMGEN INC	USD	20170914
E312	CH0010532478	ACTELION LTD-REG	CHF	20170914
E318	NL0010273215	ASML HOLDING NV	EUR	20170914
E325	CH0012410517	BALOISE HOL-REG	CHF	20170914
E327	GB0002875804	BRIT AMER TOBACC	GBP	20170914
E328	ES0113211835	BBVA	EUR	20170914
E329	GB0009895292	ASTRAZENECA PLC	GBP	20170914
E332	GB0008762899	BG GROUP PLC	GBP	20170914
E336	GB0001367019	BRIT LAND CO PLC	GBP	20170914
E342	US3696041033	GENERAL ELECTRIC	USD	20170914
E343	US3755581036	GILEAD SCIENCES	USD	20170914
E345	US38259P5089	GOOGLE INC-A	USD	20170914
E350	US4781601046	JOHNSON&JOHNSON	USD	20170914
E353	US5398301094	LOCKHEED MARTIN	USD	20170914
E354	US57636Q1040	MASTERCARD INC-A	USD	20170914
E362	US6370711011	NATL OILWELL VAR	USD	20170914
E365	US7170811035	PFIZER INC	USD	20170914
E370	GB0031743007	BURBERRY GROUP	GBP	20170914
E372	GB0007980591	BP PLC	GBP	20170914
E378	FR0000125338	CAP GEMINI	EUR	20170914
E382	NL0000288967	CORIO NV	EUR	20170914
E385	FR0000125585	CASINO GUICHARD	EUR	20170914
E388	CH0012142631	CLARIANT AG-REG	CHF	20170914
E391	JP3386450005	JX HD	JPY	20170914
T1313	GB0004893086	UKT 4Q 32	GBP	20170914
T2855	US040114AV28	ARGENT 9.75 SEP27	USD	20170914
G2299	US3139216U70	FNW 2001-W4 AF6	USD	20170914
G2242	US3136A1CH69	FNR 2011-103 SD	USD	20170914
T2810	US912828LY45	T 3_3/8_11/19	USD	20170914
T1339	GB00B3KJDQ49	UKT 4 22	GBP	20170914
T1664	JP1803391000	JGBS 0 09/20/33	JPY	20170914
T1177	IT0001444378	BTPS 6.0 05/31	EUR	20170914
G2288	US31393DUU35	FNW 2003-W10 3A5	USD	20170914
T953	AT0000384136	AUST CPN JUL23	EUR	20170914
G1295	XS0261422702	DUKEF 2006-11X A3E	EUR	20170914
T1355	XS0052067583	BRIT 8.625 MAR20	GBP	20170914
G2484	US3136A6M929	FNR 2012-76 GS	USD	20170914
C2780	XSNOREFOB156	NOREFOB_JS_GROUP/13Y/ 2	USD	20170914
T1081	FR0000570962	OAT CPN APR20	EUR	20170914
G2487	US3136A9NT15	FNR 2012-119 BI	USD	20170914
T1591	JP1300251715	JX25	JPY	20170914
G1892	XS0169669081	HTIDE I A	EUR	20170914
T1317	GB0009081828	UKTI 2.50 04/20	GBP	20170914
T1597	JP1400021950	JU2	JPY	20170914
T1512	JP120060P326	JLP60	JPY	20170914
T2721	912810PV4	TIPS_1_3/4_01/28	USD	20170914
T1706	JP328620A840	JFM 1.4 04/17/18	JPY	20170914
T846	AU000QT40341	QTC 6 JUN21	AUD	20170914
T2827	US912833Z609	TINT_08/15/2032	USD	20170914
T1227	IT0004243512	BTPE 2.6 09/23	EUR	20170914
G2270	US3137A2MK44	FHR 3767 PK	USD	20170914
T1681	JP203000C841	IWATE 2 3/8 04/30/28	JPY	20170914
G2436	US70070AAA34	PPSIN 2005-WHQ2 A	USD	20170914
G2320	US36192PAJ57	GSMS 2012-GCJ9 A3	USD	20170914
G2547	US31393WSN01	FHR 2645 NA	USD	20170914
T2856	US040114BC38	ARGE 12.125 FEB19	USD	20170914
T2715	748148QJ5	PROV PQ 6.000 10/01/2029	CAD	20170914
T2716	912828SA9	TIPS_1/8_01/22	USD	20170914
T2720	912828PP9	TIPS_1_1/8_01/21	USD	20170914
T2717	912828UH1	TIPS_1/8_01/23	USD	20170914
T2724	912810QP6	TIPS_2_1/8_02/41	USD	20170914
T2722	912810PZ5	TIPS_2_1/2_01/29	USD	20170914
T2727	912828TY6	UST WI 11/15/2022	USD	20170914
T2726	912828QV5	TIPS_5/8_07/21	USD	20170914
T2729	912810QZ4	W_30_YR	USD	20170914
T2730	US912810RG58	T         3.375 05/15/44	USD	20170914
T2973	49010	TI3.875-0429	USD	20170914
T1759	22099	SGB3.5-1228	SEK	20170914
T2972	20623	TI3.625-0428	USD	20170914
T2975	US912803DA83	TPRI_05/15/2037	USD	20170914
T2976	US912803DC40	TPRI_02/15/2038	USD	20170914
E393	IE0002424939	DCC PLC	GBP	20170914
E394	FR0000077919	JC DECAUX SA	EUR	20170914
E396	IE0001827041	CRH PLC	EUR	20170914
E397	GB00B23K0M20	CAPITA PLC	GBP	20170914
E334	ES0113307021	BANKIA SA	EUR	20170914
E338	US2786421030	EBAY INC	USD	20170914
E339	US2686481027	EMC CORP/MA	USD	20170914
E346	US4062161017	HALLIBURTON CO	USD	20170914
E349	US4592001014	IBM	USD	20170914
E351	US46625H1005	JPMORGAN CHASE	USD	20170914
E333	GB00B02L3W35	BERKELEY GROUP	GBP	20170914
E356	US5850551061	MEDTRONIC INC	USD	20170914
E360	US6174464486	MORGAN STANLEY	USD	20170914
E335	IE0030606259	BANK IRELAND	EUR	20170914
E367	DE0005200000	BEIERSDORF AG	EUR	20170914
E344	US38259P7069	GOOGLE INC-C	USD	20170914
E371	GB0001411924	BRITISH SKY BROA	GBP	20170914
E324	GB0009697037	BABCOCK INTL GRP	GBP	20170914
E375	SE0000869646	BOLIDEN AB	SEK	20170914
E326	GB0031348658	BARCLAYS PLC	GBP	20170914
E352	US5324571083	ELI LILLY & CO	USD	20170914
E331	GB0002162385	AVIVA PLC	GBP	20170914
E357	US59156R1086	METLIFE INC	USD	20170914
E359	US61166W1018	MONSANTO CO	USD	20170914
E384	DK0060448595	COLOPLAST-B	DKK	20170914
E361	US5949181045	MICROSOFT CORP	USD	20170914
T955	AT0000384151	AUST CPN JUL25	EUR	20170914
G2556	US31395MK241	FHR 2927 OE	USD	20170914
C2757	US488035AD84	CRF KELLSTRM 20129	USD	20170914
G2193	US125879QX71	BSSP 2006-17 4C	USD	20170914
T1228	IT0004273493	BTPS 4.5 02/18	EUR	20170914
T1204	IT0003268841	BTP CPN FEB18	EUR	20170914
T1036	DE0001143360	BUND CPN JUL33	EUR	20170914
G2440	US61756HAN08	MSM 2007-13 4A2	USD	20170914
G2311	US38376EDD40	GNR 2009-88 MS	USD	20170914
G2235	US3137A66E70	FHR 3792 SH	USD	20170914
T1730	JP372150A769	DBJJP 2.1 06/15/22	JPY	20170914
T2982	US912803DN05	TPRI_08/15/2040_DN0	USD	20170914
T1146	IT0001246807	BTP PRINC NOV26	EUR	20170914
G2329	US31398NWX82	FNR 2010-111 AE	USD	20170914
T1534	JP1200811592	JL81	JPY	20170914
T1669	JP18034C1003	JGBS 0 12/20/34	JPY	20170914
T1513	JP1200611349	JL61	JPY	20170914
T1044	ES0000011959	BONOS CPN JAN21	EUR	20170914
T1331	GB00B1VWPC84	UKT 5 18	GBP	20170914
T1480	JP1150481859	JF48	JPY	20170914
G2533	US3137ANL523	FHR 4024 PD	USD	20170914
T1132	GR0338001531	GGBE 2.9 07/25	EUR	20170914
T1094	FR0000571119	OAT CPN OCT24	EUR	20170914
T1128	GR0133003161	GGB 4.7 03/24	EUR	20170914
T1726	JP370620B985	JAPEXP 2.3 08/31/39	JPY	20170914
T1190	IT0003268544	BTP CPN AUG19	EUR	20170914
T1209	IT0003268908	BTP CPN AUG24	EUR	20170914
G2581	US31394L6Y36	FHR 2695 BG	USD	20170914
T1161	IT0001247318	BTP CPN MAY23	EUR	20170914
T1695	JP2261001982	KYOCTY 1.55 08/26/19	JPY	20170914
G2590	US3137A2BS98	FHR 3757 DK	USD	20170914
T1097	FR0000571143	OAT CPN OCT25	EUR	20170914
T1220	IT0003535157	BTPS 5 08/34	EUR	20170914
G2322	US362341LL12	GSMPS 2005-RP3 1AF	USD	20170914
T2980	US912803DJ92	TPRI_11/15/2039_DJ9	USD	20170914
T2981	US912803DM22	TPRI_05/15/2040_DM2	USD	20170914
T2979	US912803DH37	TPRI_08/15/2039_DH3	USD	20170914
T2978	US912803DG53	TPRI_05/15/2039_DG5	USD	20170914
T2984	US912810EA26	T 9_1/8_05/18	USD	20170914
T1401	XS0118429330	KFW12/28GB	GBP	20170914
T1404	XS0121569957	IADB 5.25 JUN21	GBP	20170914
T1565	JP1201121975	JL112	JPY	20170914
T1279	XS0249239830	SLOVAK 4.0 03/21	EUR	20170914
T1402	XS0118611721	KFW 5.55 JUN21	GBP	20170914
T2672	912810EM6	T 7_1/4_08/22	USD	20170914
T2985	US912810EF13	T 8_3/4_05/20	USD	20170914
T2986	US912810EG95	T 8_3/4_08/20	USD	20170914
T2987	US912810EJ35	T 8_1/8_05/21	USD	20170914
T2992	US912810EQ77	T 6_1/4_08/23	USD	20170914
T2998	US912810EY02	T 6_1/2_11/26	USD	20170914
T3005	US912810FG86	T 5_1/4_02/29	USD	20170914
T3010	US912810FQ68	TIPS_3_3/8_04/32	USD	20170914
E390	DE0007100000	DAIMLER AG	EUR	20170914
E366	US7427181091	PROCTER & GAMBLE	USD	20170914
E392	JP3868400007	MAZDA MOTOR	JPY	20170914
E373	GB00B01TND91	BOOKER GROUP PLC	GBP	20170914
E374	DE000A1PHFF7	HUGO BOSS -ORD	EUR	20170914
E380	GB0001001592	BTG PLC	GBP	20170914
E381	CH0198251305	COCA-COLA HBC AG	GBP	20170914
E387	DE000CLS1001	CELESIO AG	EUR	20170914
E368	PTBCP0AM0007	BANCO COM PORT-R	EUR	20170914
E379	FR0006174348	BUREAU VERITAS S	EUR	20170914
E399	US7551115071	RAYTHEON CO	USD	20170914
E400	AN8068571086	SCHLUMBERGER LTD	USD	20170914
E401	JP3621000003	TORAY INDUSTRIES	JPY	20170914
E402	JP3165000005	NKSJ HD	JPY	20170914
